chave,numero,serie,cod_sit,data,valor_total,tem_itens,tem_combustivel,combustiveis,litros_total,valor_itens_combustivel
32230203811983000134650020010649551105289645,1064955,002,00,2023-02-01,"239,11",nao,nao,,,
32230203811983000134650020010649561527337957,1064956,002,00,2023-02-01,150,nao,nao,,,
32230203811983000134650020010649571322455890,1064957,002,00,2023-02-01,"53,92",nao,nao,,,
32230203811983000134650020010649581624083764,1064958,002,00,2023-02-01,100,nao,nao,,,
32230203811983000134650020010649591064699231,1064959,002,00,2023-02-01,"9,9",nao,nao,,,
32230203811983000134650020010649601539022428,1064960,002,02,,0,nao,nao,,,
32230203811983000134650020010649611550451736,1064961,002,00,2023-02-01,"48,48",nao,nao,,,
32230203811983000134650020010649621282201214,1064962,002,00,2023-02-01,50,nao,nao,,,
32230203811983000134650020010649631758661096,1064963,002,00,2023-02-01,30,nao,nao,,,
32230203811983000134650020010649641782036454,1064964,002,00,2023-02-01,50,nao,nao,,,
32230203811983000134650020010649651349858203,1064965,002,00,2023-02-01,"422,66",nao,nao,,,
32230203811983000134650020010649661274722579,1064966,002,00,2023-02-01,"63,33",nao,nao,,,
32230203811983000134650020010649671400425679,1064967,002,02,,0,nao,nao,,,
32230203811983000134650020010649681159165543,1064968,002,00,2023-02-01,594,nao,nao,,,
32230203811983000134650020010649691029281346,1064969,002,00,2023-02-01,150,nao,nao,,,
32230203811983000134650020010649701776105293,1064970,002,00,2023-02-01,"200,53",nao,nao,,,
32230203811983000134650020010649711051080836,1064971,002,00,2023-02-01,200,nao,nao,,,
32230203811983000134650020010649721661837679,1064972,002,00,2023-02-01,"30,04",nao,nao,,,
32230203811983000134650020010649731566115855,1064973,002,00,2023-02-01,"137,56",nao,nao,,,
32230203811983000134650020010649741227684501,1064974,002,00,2023-02-01,"132,25",nao,nao,,,
32230203811983000134650020010649751521987300,1064975,002,00,2023-02-01,"212,12",nao,nao,,,
32230203811983000134650020010649761686736212,1064976,002,00,2023-02-01,750,nao,nao,,,
32230203811983000134650020010649771616144860,1064977,002,00,2023-02-01,150,nao,nao,,,
32230203811983000134650020010649781295707669,1064978,002,00,2023-02-01,200,nao,nao,,,
32230203811983000134650020010649791493926470,1064979,002,00,2023-02-01,"304,03",nao,nao,,,
32230203811983000134650020010649801281616788,1064980,002,02,,0,nao,nao,,,
32230203811983000134650020010649811878762629,1064981,002,00,2023-02-01,"259,07",nao,nao,,,
32230203811983000134650020010649821881300735,1064982,002,00,2023-02-01,"248,62",nao,nao,,,
32230203811983000134650020010649831227271796,1064983,002,00,2023-02-01,"116,91",nao,nao,,,
32230203811983000134650020010649841660575426,1064984,002,00,2023-02-01,"455,67",nao,nao,,,
32230203811983000134650020010649851728008308,1064985,002,00,2023-02-01,"410,72",nao,nao,,,
32230203811983000134650020010649861926545730,1064986,002,00,2023-02-01,"700,14",nao,nao,,,
32230203811983000134650020010649871095506537,1064987,002,00,2023-02-01,"208,07",nao,nao,,,
32230203811983000134650020010649881153430000,1064988,002,02,,0,nao,nao,,,
32230203811983000134650020010649891695533459,1064989,002,00,2023-02-01,100,nao,nao,,,
32230203811983000134650020010649901838643059,1064990,002,00,2023-02-01,"115,84",nao,nao,,,
32230203811983000134650020010649911842681951,1064991,002,00,2023-02-01,"1436,86",nao,nao,,,
32230203811983000134650020010649921245778731,1064992,002,00,2023-02-01,200,nao,nao,,,
32230203811983000134650020010649931271964226,1064993,002,00,2023-02-01,300,nao,nao,,,
32230203811983000134650020010649941730097419,1064994,002,00,2023-02-01,100,nao,nao,,,
32230203811983000134650020010649951669104403,1064995,002,00,2023-02-01,"225,66",nao,nao,,,
32230203811983000134650020010649961211388867,1064996,002,00,2023-02-01,30,nao,nao,,,
32230203811983000134650020010649971409260442,1064997,002,00,2023-02-01,"163,75",nao,nao,,,
32230203811983000134650020010649981921243400,1064998,002,00,2023-02-01,"242,44",nao,nao,,,
32230203811983000134650020010649991040940376,1064999,002,00,2023-02-01,"693,98",nao,nao,,,
32230203811983000134650020010650001098904553,1065000,002,00,2023-02-01,240,nao,nao,,,
32230203811983000134650020010650011540186441,1065001,002,00,2023-02-01,"398,05",nao,nao,,,
32230203811983000134650020010650021336039646,1065002,002,00,2023-02-01,20,nao,nao,,,
32230203811983000134650020010650031437289190,1065003,002,00,2023-02-01,"265,64",nao,nao,,,
32230203811983000134650020010650041572574457,1065004,002,00,2023-02-01,"968,52",nao,nao,,,
32230203811983000134650020010650051220968820,1065005,002,00,2023-02-01,50,nao,nao,,,
32230203811983000134650020010650061087557214,1065006,002,00,2023-02-01,100,nao,nao,,,
32230203811983000134650020010650071619309411,1065007,002,00,2023-02-01,"873,79",nao,nao,,,
32230203811983000134650020010650081050260174,1065008,002,00,2023-02-01,20,nao,nao,,,
32230203811983000134650020010650091171326572,1065009,002,00,2023-02-01,20,nao,nao,,,
32230203811983000134650020010650101764986343,1065010,002,00,2023-02-01,"496,78",nao,nao,,,
32230203811983000134650020010650111966499971,1065011,002,00,2023-02-01,"734,04",nao,nao,,,
32230203811983000134650020010650121182368390,1065012,002,00,2023-02-01,"120,8",nao,nao,,,
32230203811983000134650020010650131054496547,1065013,002,00,2023-02-01,150,nao,nao,,,
32230203811983000134650020010650141673314104,1065014,002,00,2023-02-01,100,nao,nao,,,
32230203811983000134650020010650151066827696,1065015,002,00,2023-02-01,"1429,53",nao,nao,,,
32230203811983000134650020010650161693019315,1065016,002,00,2023-02-01,"363,82",nao,nao,,,
32230203811983000134650020010650171838650433,1065017,002,00,2023-02-01,"270,21",nao,nao,,,
32230203811983000134650020010650181012784478,1065018,002,00,2023-02-01,"225,21",nao,nao,,,
32230203811983000134650020010650191781361025,1065019,002,00,2023-02-01,"139,24",nao,nao,,,
32230203811983000134650020010650201484694527,1065020,002,00,2023-02-01,"3,13",nao,nao,,,
32230203811983000134650020010650211688290723,1065021,002,00,2023-02-01,"189,15",nao,nao,,,
32230203811983000134650020010650221284744894,1065022,002,00,2023-02-01,"1300,03",nao,nao,,,
32230203811983000134650020010650231124468780,1065023,002,00,2023-02-01,"39,17",nao,nao,,,
32230203811983000134650020010650241869193764,1065024,002,00,2023-02-01,110,nao,nao,,,
32230203811983000134650020010650251803342610,1065025,002,00,2023-02-01,170,nao,nao,,,
32230203811983000134650020010650261983239020,1065026,002,00,2023-02-01,"271,31",nao,nao,,,
32230203811983000134650020010650271812769723,1065027,002,00,2023-02-01,390,nao,nao,,,
32230203811983000134650020010650281266082137,1065028,002,00,2023-02-01,"220,01",nao,nao,,,
32230203811983000134650020010650291050229749,1065029,002,00,2023-02-01,10,nao,nao,,,
32230203811983000134650020010650301756766880,1065030,002,00,2023-02-01,100,nao,nao,,,
32230203811983000134650020010650311023401380,1065031,002,00,2023-02-01,1000,nao,nao,,,
32230203811983000134650020010650321558936961,1065032,002,00,2023-02-01,200,nao,nao,,,
32230203811983000134650020010650331406870256,1065033,002,00,2023-02-01,50,nao,nao,,,
32230203811983000134650020010650341994366004,1065034,002,00,2023-02-01,100,nao,nao,,,
32230203811983000134650020010650351017214670,1065035,002,00,2023-02-01,500,nao,nao,,,
32230203811983000134650020010650361654477874,1065036,002,00,2023-02-01,"537,62",nao,nao,,,
32230203811983000134650020010650371574471621,1065037,002,00,2023-02-01,20,nao,nao,,,
32230203811983000134650020010650381472681624,1065038,002,00,2023-02-01,150,nao,nao,,,
32230203811983000134650020010650391723446938,1065039,002,00,2023-02-01,"379,31",nao,nao,,,
32230203811983000134650020010650401390869920,1065040,002,00,2023-02-01,200,nao,nao,,,
32230203811983000134650020010650411889400260,1065041,002,00,2023-02-01,400,nao,nao,,,
32230203811983000134650020010650421465900696,1065042,002,00,2023-02-01,100,nao,nao,,,
32230203811983000134650020010650431221771711,1065043,002,00,2023-02-01,"224,18",nao,nao,,,
32230203811983000134650020010650441275959473,1065044,002,00,2023-02-01,"235,98",nao,nao,,,
32230203811983000134650020010650451126014814,1065045,002,00,2023-02-01,350,nao,nao,,,
32230203811983000134650020010650461140079283,1065046,002,00,2023-02-01,"41,9",nao,nao,,,
32230203811983000134650020010650471662014040,1065047,002,00,2023-02-01,244,nao,nao,,,
32230203811983000134650020010650481193605464,1065048,002,00,2023-02-01,"2399,06",nao,nao,,,
32230203811983000134650020010650491414815250,1065049,002,00,2023-02-01,"180,42",nao,nao,,,
32230203811983000134650020010650501139486329,1065050,002,00,2023-02-01,20,nao,nao,,,
32230203811983000134650020010650511990506376,1065051,002,00,2023-02-01,90,nao,nao,,,
32230203811983000134650020010650521133361260,1065052,002,00,2023-02-01,"333,62",nao,nao,,,
32230203811983000134650020010650531978544403,1065053,002,00,2023-02-01,100,nao,nao,,,
32230203811983000134650020010650541813175654,1065054,002,00,2023-02-01,"50,01",nao,nao,,,
32230203811983000134650020010650551561309543,1065055,002,00,2023-02-01,"1244,49",nao,nao,,,
32230203811983000134650020010650561659950449,1065056,002,00,2023-02-01,"32,01",nao,nao,,,
32230203811983000134650020010650571897902023,1065057,002,00,2023-02-01,"1453,17",nao,nao,,,
32230203811983000134650020010650581527773218,1065058,002,00,2023-02-01,"187,49",nao,nao,,,
32230203811983000134650020010650591255786746,1065059,002,00,2023-02-01,200,nao,nao,,,
32230203811983000134650020010650601751059513,1065060,002,00,2023-02-01,"181,8",nao,nao,,,
32230203811983000134650020010650611262742447,1065061,002,00,2023-02-01,"32,93",nao,nao,,,
32230203811983000134650020010650621167114148,1065062,002,00,2023-02-01,"955,11",nao,nao,,,
32230203811983000134650020010650631247848749,1065063,002,00,2023-02-01,"49,9",nao,nao,,,
32230203811983000134650020010650641563006717,1065064,002,00,2023-02-01,15,nao,nao,,,
32230203811983000134650020010650651512910278,1065065,002,00,2023-02-01,"236,69",nao,nao,,,
32230203811983000134650020010650661019796819,1065066,002,00,2023-02-01,"220,68",nao,nao,,,
32230203811983000134650020010650671609897327,1065067,002,00,2023-02-01,"19,02",nao,nao,,,
32230203811983000134650020010650681619258057,1065068,002,00,2023-02-01,"72,6",nao,nao,,,
32230203811983000134650020010650691712418252,1065069,002,00,2023-02-01,"1380,45",nao,nao,,,
32230203811983000134650020010650701119261685,1065070,002,00,2023-02-01,60,nao,nao,,,
32230203811983000134650020010650711886282001,1065071,002,00,2023-02-01,146,nao,nao,,,
32230203811983000134650020010650721806904202,1065072,002,00,2023-02-01,"1126,07",nao,nao,,,
32230203811983000134650020010650731586827902,1065073,002,00,2023-02-01,"260,99",nao,nao,,,
32230203811983000134650020010650741068528735,1065074,002,00,2023-02-01,"41,02",nao,nao,,,
32230203811983000134650020010650751251722623,1065075,002,00,2023-02-01,"82,2",nao,nao,,,
32230203811983000134650020010650761508684360,1065076,002,00,2023-02-01,"52,03",nao,nao,,,
32230203811983000134650020010650771947038117,1065077,002,00,2023-02-01,25,nao,nao,,,
32230203811983000134650020010650781640446394,1065078,002,00,2023-02-01,"248,17",nao,nao,,,
32230203811983000134650020010650791202937815,1065079,002,00,2023-02-01,40,nao,nao,,,
32230203811983000134650020010650801433947175,1065080,002,00,2023-02-01,20,nao,nao,,,
32230203811983000134650020010650811445981192,1065081,002,00,2023-02-01,102,nao,nao,,,
32230203811983000134650020010650821489637320,1065082,002,00,2023-02-01,"567,63",nao,nao,,,
32230203811983000134650020010650831140678806,1065083,002,00,2023-02-01,"90,37",nao,nao,,,
32230203811983000134650020010650841771263215,1065084,002,00,2023-02-01,"97,79",nao,nao,,,
32230203811983000134650020010650851061749837,1065085,002,00,2023-02-01,100,nao,nao,,,
32230203811983000134650020010650861147289491,1065086,002,00,2023-02-01,"1448,85",nao,nao,,,
32230203811983000134650020010650871419847453,1065087,002,00,2023-02-01,150,nao,nao,,,
32230203811983000134650020010650881835802765,1065088,002,00,2023-02-01,"317,52",nao,nao,,,
32230203811983000134650020010650891340402921,1065089,002,00,2023-02-01,"82,9",nao,nao,,,
32230203811983000134650020010650901518166280,1065090,002,00,2023-02-01,"205,01",nao,nao,,,
32230203811983000134650020010650911458441341,1065091,002,00,2023-02-01,"310,37",nao,nao,,,
32230203811983000134650020010650921085018519,1065092,002,00,2023-02-01,110,nao,nao,,,
32230203811983000134650020010650931403476245,1065093,002,00,2023-02-01,50,nao,nao,,,
32230203811983000134650020010650941083898575,1065094,002,00,2023-02-01,"1100,04",nao,nao,,,
32230203811983000134650020010650951426393650,1065095,002,00,2023-02-01,"280,03",nao,nao,,,
32230203811983000134650020010650961770866480,1065096,002,00,2023-02-01,200,nao,nao,,,
32230203811983000134650020010650971437878140,1065097,002,00,2023-02-01,"59,9",nao,nao,,,
32230203811983000134650020010650981541135695,1065098,002,00,2023-02-01,"288,25",nao,nao,,,
32230203811983000134650020010650991683209467,1065099,002,00,2023-02-01,20,nao,nao,,,
32230203811983000134650020010651001731433298,1065100,002,00,2023-02-01,"767,02",nao,nao,,,
32230203811983000134650020010651011839091018,1065101,002,00,2023-02-01,100,nao,nao,,,
32230203811983000134650020010651021208415985,1065102,002,00,2023-02-01,"137,56",nao,nao,,,
32230203811983000134650020010651031814789660,1065103,002,00,2023-02-01,700,nao,nao,,,
32230203811983000134650020010651041416433570,1065104,002,00,2023-02-01,"30,97",nao,nao,,,
32230203811983000134650020010651051737940716,1065105,002,00,2023-02-01,180,nao,nao,,,
32230203811983000134650020010651061447729831,1065106,002,00,2023-02-01,"422,93",nao,nao,,,
32230203811983000134650020010651071827294869,1065107,002,00,2023-02-01,"142,33",nao,nao,,,
32230203811983000134650020010651081893872023,1065108,002,00,2023-02-01,60,nao,nao,,,
32230203811983000134650020010651091190509046,1065109,002,00,2023-02-01,"693,3",nao,nao,,,
32230203811983000134650020010651101970554548,1065110,002,00,2023-02-01,35,nao,nao,,,
32230203811983000134650020010651111443146785,1065111,002,00,2023-02-01,"221,6",nao,nao,,,
32230203811983000134650020010651121079833464,1065112,002,00,2023-02-01,"252,21",nao,nao,,,
32230203811983000134650020010651131047653921,1065113,002,00,2023-02-01,60,nao,nao,,,
32230203811983000134650020010651141785722935,1065114,002,00,2023-02-01,25,nao,nao,,,
32230203811983000134650020010651151134251460,1065115,002,00,2023-02-01,"1435,7",nao,nao,,,
32230203811983000134650020010651161888725818,1065116,002,00,2023-02-01,60,nao,nao,,,
32230203811983000134650020010651171788241042,1065117,002,00,2023-02-01,"167,88",nao,nao,,,
32230203811983000134650020010651181728777776,1065118,002,00,2023-02-01,"17,9",nao,nao,,,
32230203811983000134650020010651191309753603,1065119,002,00,2023-02-01,"112,74",nao,nao,,,
32230203811983000134650020010651201245168390,1065120,002,00,2023-02-01,150,nao,nao,,,
32230203811983000134650020010651211955727910,1065121,002,00,2023-02-01,"278,26",nao,nao,,,
32230203811983000134650020010651221136006645,1065122,002,00,2023-02-01,130,nao,nao,,,
32230203811983000134650020010651231819485646,1065123,002,02,,0,nao,nao,,,
32230203811983000134650020010651241804957765,1065124,002,00,2023-02-01,"1306,21",nao,nao,,,
32230203811983000134650020010651251566467690,1065125,002,00,2023-02-01,"446,41",nao,nao,,,
32230203811983000134650020010651261315015630,1065126,002,00,2023-02-01,80,nao,nao,,,
32230203811983000134650020010651271138880853,1065127,002,00,2023-02-01,60,nao,nao,,,
32230203811983000134650020010651281819306993,1065128,002,00,2023-02-01,50,nao,nao,,,
32230203811983000134650020010651291942885740,1065129,002,00,2023-02-01,50,nao,nao,,,
32230203811983000134650020010651301240719980,1065130,002,00,2023-02-01,50,nao,nao,,,
32230203811983000134650020010651311867810529,1065131,002,00,2023-02-01,100,nao,nao,,,
32230203811983000134650020010651321645592859,1065132,002,00,2023-02-01,50,nao,nao,,,
32230203811983000134650020010651331947438370,1065133,002,00,2023-02-01,"279,08",nao,nao,,,
32230203811983000134650020010651341053033239,1065134,002,00,2023-02-01,200,nao,nao,,,
32230203811983000134650020010651351190695729,1065135,002,00,2023-02-01,200,nao,nao,,,
32230203811983000134650020010651361956844794,1065136,002,00,2023-02-01,70,nao,nao,,,
32230203811983000134650020010651371743582005,1065137,002,00,2023-02-01,310,nao,nao,,,
32230203811983000134650020010651381431090236,1065138,002,00,2023-02-01,"277,64",nao,nao,,,
32230203811983000134650020010651391287725850,1065139,002,00,2023-02-01,120,nao,nao,,,
32230203811983000134650020010651401748506060,1065140,002,00,2023-02-01,55,nao,nao,,,
32230203811983000134650020010651411285220970,1065141,002,00,2023-02-01,20,nao,nao,,,
32230203811983000134650020010651421760786837,1065142,002,00,2023-02-01,358,nao,nao,,,
32230203811983000134650020010651431609021000,1065143,002,00,2023-02-01,100,nao,nao,,,
32230203811983000134650020010651441706819263,1065144,002,00,2023-02-01,50,nao,nao,,,
32230203811983000134650020010651451622939257,1065145,002,00,2023-02-01,255,nao,nao,,,
32230203811983000134650020010651461233138722,1065146,002,00,2023-02-01,604,nao,nao,,,
32230203811983000134650020010651471394458890,1065147,002,00,2023-02-01,100,nao,nao,,,
32230203811983000134650020010651481359590068,1065148,002,00,2023-02-01,"3446,13",nao,nao,,,
32230203811983000134650020010651491281345165,1065149,002,00,2023-02-01,100,nao,nao,,,
32230203811983000134650020010651501624620576,1065150,002,00,2023-02-01,60,nao,nao,,,
32230203811983000134650020010651511354331450,1065151,002,00,2023-02-01,"188,07",nao,nao,,,
32230203811983000134650020010651521866196924,1065152,002,00,2023-02-01,"265,62",nao,nao,,,
32230203811983000134650020010651531618423928,1065153,002,00,2023-02-01,100,nao,nao,,,
32230203811983000134650020010651541816395200,1065154,002,00,2023-02-01,100,nao,nao,,,
32230203811983000134650020010651551616894987,1065155,002,00,2023-02-01,"465,02",nao,nao,,,
32230203811983000134650020010651561459028487,1065156,002,00,2023-02-01,100,nao,nao,,,
32230203811983000134650020010651571769688873,1065157,002,00,2023-02-01,"289,19",nao,nao,,,
32230203811983000134650020010651581509869271,1065158,002,00,2023-02-01,30,nao,nao,,,
32230203811983000134650020010651591462840202,1065159,002,00,2023-02-01,50,nao,nao,,,
32230203811983000134650020010651601119535229,1065160,002,00,2023-02-01,120,nao,nao,,,
32230203811983000134650020010651611507989585,1065161,002,00,2023-02-01,375,nao,nao,,,
32230203811983000134650020010651621083626429,1065162,002,00,2023-02-01,"371,98",nao,nao,,,
32230203811983000134650020010651631225692148,1065163,002,00,2023-02-01,"1106,8",nao,nao,,,
32230203811983000134650020010651641021389100,1065164,002,00,2023-02-01,50,nao,nao,,,
32230203811983000134650020010651651328827652,1065165,002,00,2023-02-01,"45,26",nao,nao,,,
32230203811983000134650020010651661301483160,1065166,002,00,2023-02-01,1000,nao,nao,,,
32230203811983000134650020010651671330232932,1065167,002,00,2023-02-01,100,nao,nao,,,
32230203811983000134650020010651681806316605,1065168,002,00,2023-02-01,"255,91",nao,nao,,,
32230203811983000134650020010651691030487050,1065169,002,00,2023-02-01,100,nao,nao,,,
32230203811983000134650020010651701258885926,1065170,002,00,2023-02-01,"200,01",nao,nao,,,
32230203811983000134650020010651711234609608,1065171,002,00,2023-02-01,150,nao,nao,,,
32230203811983000134650020010651721486031136,1065172,002,00,2023-02-01,"301,76",nao,nao,,,
32230203811983000134650020010651731439248342,1065173,002,00,2023-02-01,"217,02",nao,nao,,,
32230203811983000134650020010651741403794727,1065174,002,00,2023-02-01,"586,45",nao,nao,,,
32230203811983000134650020010651751347564307,1065175,002,00,2023-02-01,258,nao,nao,,,
32230203811983000134650020010651761618937454,1065176,002,00,2023-02-01,1000,nao,nao,,,
32230203811983000134650020010651771804385625,1065177,002,00,2023-02-01,"197,63",nao,nao,,,
32230203811983000134650020010651781220170740,1065178,002,00,2023-02-01,"215,02",nao,nao,,,
32230203811983000134650020010651791499009658,1065179,002,00,2023-02-01,"645,5",nao,nao,,,
32230203811983000134650020010651801040820086,1065180,002,00,2023-02-01,155,nao,nao,,,
32230203811983000134650020010651811358187930,1065181,002,00,2023-02-01,50,nao,nao,,,
32230203811983000134650020010651821961233709,1065182,002,00,2023-02-01,1000,nao,nao,,,
32230203811983000134650020010651831188745452,1065183,002,00,2023-02-01,"1512,59",nao,nao,,,
32230203811983000134650020010651841081883596,1065184,002,00,2023-02-01,700,nao,nao,,,
32230203811983000134650020010651851033930285,1065185,002,00,2023-02-01,500,nao,nao,,,
32230203811983000134650020010651861731836222,1065186,002,00,2023-02-01,"1139,84",nao,nao,,,
32230203811983000134650020010651871408165742,1065187,002,00,2023-02-01,"39,9",nao,nao,,,
32230203811983000134650020010651881839729375,1065188,002,00,2023-02-01,300,nao,nao,,,
32230203811983000134650020010651891429675744,1065189,002,00,2023-02-01,50,nao,nao,,,
32230203811983000134650020010651901043666297,1065190,002,00,2023-02-01,"25,01",nao,nao,,,
32230203811983000134650020010651911196840134,1065191,002,00,2023-02-01,"471,83",nao,nao,,,
32230203811983000134650020010651921771207851,1065192,002,00,2023-02-01,"149,99",nao,nao,,,
32230203811983000134650020010651931891111190,1065193,002,00,2023-02-01,"174,47",nao,nao,,,
32230203811983000134650020010651941507670180,1065194,002,00,2023-02-01,"418,85",nao,nao,,,
32230203811983000134650020010651951520943273,1065195,002,00,2023-02-01,140,nao,nao,,,
32230203811983000134650020010651961106095368,1065196,002,00,2023-02-01,110,nao,nao,,,
32230203811983000134650020010651971124952894,1065197,002,00,2023-02-01,160,nao,nao,,,
32230203811983000134650020010651981526711368,1065198,002,00,2023-02-01,100,nao,nao,,,
32230203811983000134650020010651991799176838,1065199,002,00,2023-02-01,200,nao,nao,,,
32230203811983000134650020010652001236404233,1065200,002,00,2023-02-01,30,nao,nao,,,
32230203811983000134650020010652011649846951,1065201,002,00,2023-02-01,"249,15",nao,nao,,,
32230203811983000134650020010652021083152343,1065202,002,00,2023-02-01,"110,42",nao,nao,,,
32230203811983000134650020010652031802237736,1065203,002,00,2023-02-01,"93,08",nao,nao,,,
32230203811983000134650020010652041797611946,1065204,002,00,2023-02-01,"143,81",nao,nao,,,
32230203811983000134650020010652051554180726,1065205,002,00,2023-02-01,150,nao,nao,,,
32230203811983000134650020010652061845336622,1065206,002,00,2023-02-01,"1057,63",nao,nao,,,
32230203811983000134650020010652071352965891,1065207,002,00,2023-02-01,"1142,23",nao,nao,,,
32230203811983000134650020010652081583565454,1065208,002,00,2023-02-01,20,nao,nao,,,
32230203811983000134650020010652091884419853,1065209,002,00,2023-02-01,350,nao,nao,,,
32230203811983000134650020010652101036394397,1065210,002,00,2023-02-01,"234,54",nao,nao,,,
32230203811983000134650020010652111921012594,1065211,002,00,2023-02-01,25,nao,nao,,,
32230203811983000134650020010652121129461889,1065212,002,00,2023-02-01,100,nao,nao,,,
32230203811983000134650020010652131382042314,1065213,002,00,2023-02-01,100,nao,nao,,,
32230203811983000134650020010652141959630874,1065214,002,00,2023-02-01,"239,23",nao,nao,,,
32230203811983000134650020010652151316702659,1065215,002,00,2023-02-01,"1410,08",nao,nao,,,
32230203811983000134650020010652161475125181,1065216,002,00,2023-02-01,"2862,35",nao,nao,,,
32230203811983000134650020010652171128973866,1065217,002,00,2023-02-01,"242,01",nao,nao,,,
32230203811983000134650020010652181127460676,1065218,002,00,2023-02-01,30,nao,nao,,,
32230203811983000134650020010652191698084517,1065219,002,00,2023-02-01,20,nao,nao,,,
32230203811983000134650020010652201117968837,1065220,002,00,2023-02-01,"342,54",nao,nao,,,
32230203811983000134650020010652211887717167,1065221,002,00,2023-02-01,"72,58",nao,nao,,,
32230203811983000134650020010652221626880134,1065222,002,00,2023-02-01,"60,4",nao,nao,,,
32230203811983000134650020010652231952791766,1065223,002,00,2023-02-01,200,nao,nao,,,
32230203811983000134650020010652241373986090,1065224,002,00,2023-02-01,15,nao,nao,,,
32230203811983000134650020010652251651544934,1065225,002,00,2023-02-01,"1000,1",nao,nao,,,
32230203811983000134650020010652261520843382,1065226,002,00,2023-02-01,"1298,99",nao,nao,,,
32230203811983000134650020010652271140593047,1065227,002,00,2023-02-01,"85,01",nao,nao,,,
32230203811983000134650020010652281664082871,1065228,002,00,2023-02-01,"125,01",nao,nao,,,
32230203811983000134650020010652291800755280,1065229,002,00,2023-02-01,20,nao,nao,,,
32230203811983000134650020010652301432077109,1065230,002,00,2023-02-01,"1417,68",nao,nao,,,
32230203811983000134650020010652311714104259,1065231,002,00,2023-02-01,100,nao,nao,,,
32230203811983000134650020010652321498611337,1065232,002,00,2023-02-01,"883,66",nao,nao,,,
32230203811983000134650020010652331451663834,1065233,002,00,2023-02-01,"92,9",nao,nao,,,
32230203811983000134650020010652341625366829,1065234,002,00,2023-02-01,"901,2",nao,nao,,,
32230203811983000134650020010652351059630266,1065235,002,00,2023-02-01,100,nao,nao,,,
32230203811983000134650020010652361725658036,1065236,002,00,2023-02-01,"223,96",nao,nao,,,
32230203811983000134650020010652371854787093,1065237,002,00,2023-02-01,260,nao,nao,,,
32230203811983000134650020010652381118371405,1065238,002,00,2023-02-01,"291,77",nao,nao,,,
32230203811983000134650020010652391456010859,1065239,002,00,2023-02-01,50,nao,nao,,,
32230203811983000134650020010652401381554475,1065240,002,00,2023-02-01,60,nao,nao,,,
32230203811983000134650020010652411031188396,1065241,002,00,2023-02-01,"521,94",nao,nao,,,
32230203811983000134650020010652421416684820,1065242,002,00,2023-02-01,90,nao,nao,,,
32230203811983000134650020010652431203545331,1065243,002,00,2023-02-01,"100,82",nao,nao,,,
